"Date","state","Series"
49,"IL","3"
49,"IN","3"
49,"KS","3"
49,"KY","3"
49,"LA","2"
49,"MA","3"
49,"MD","3"
49,"ME","2"
49,"MI","3"
49,"MN","3"
49,"MO","2"
49,"MS","3"
49,"MT","2"
49,"NC","3"
49,"ND","2"
49,"NE","1"
49,"NH","2"
49,"NJ","2"
49,"NM","2"
49,"NV","2"
49,"NY","2"
49,"OH","3"
49,"OK","2"
49,"OR","3"
49,"PA","3"
49,"RI","3"
49,"SC","2"
49,"SD","1"
49,"TN","2"
49,"TX","3"
49,"UT","3"
49,"VA","2"
49,"VT","3"
49,"WA","2"
49,"WI","3"
49,"WV","3"
49,"WY","3"
56,"AK","2"
56,"AL","3"
56,"AR","3"
56,"AZ","2"
56,"CA","3"
56,"CO","3"
56,"CT","3"
56,"DE","3"
56,"FL","2"
56,"GA","1"
56,"HI","3"
56,"IA","2"
56,"ID","2"
56,"IL","3"
56,"IN","3"
56,"KS","3"
56,"KY","3"
56,"LA","3"
56,"MA","3"
56,"MD","3"
56,"ME","3"
56,"MI","3"
56,"MN","3"
56,"MO","2"
56,"MS","3"
56,"MT","3"
56,"NC","3"
56,"ND","2"
56,"NE","1"
56,"NH","3"
56,"NJ","3"
56,"NM","3"
56,"NV","3"
56,"NY","3"
56,"OH","3"
56,"OK","2"
56,"OR","3"
56,"PA","3"
56,"RI","3"
56,"SC","2"
56,"SD","1"
56,"TN","2"
56,"TX","3"
56,"UT","3"
56,"VA","3"
56,"VT","3"
56,"WA","3"
56,"WI","3"
56,"WV","3"
56,"WY","3"
63,"AK","2"
63,"AL","3"
63,"AR","3"
63,"AZ","2"
63,"CA","3"
63,"CO","3"
63,"CT","3"
63,"DE","3"
63,"FL","2"
63,"GA","1"
63,"HI","3"
63,"IA","2"
63,"ID","2"
63,"IL","3"
63,"IN","3"
63,"KS","3"
63,"KY","3"
63,"LA","3"
63,"MA","3"
63,"MD","3"
63,"ME","3"
63,"MI","3"
63,"MN","3"
63,"MO","2"
63,"MS","3"
63,"MT","3"
63,"NC","3"
63,"ND","2"
63,"NE","1"
63,"NH","3"
63,"NJ","3"
63,"NM","3"
63,"NV","3"
63,"NY","3"
63,"OH","3"
63,"OK","2"
63,"OR","3"
63,"PA","3"
63,"RI","3"
63,"SC","2"
63,"SD","1"
63,"TN","2"
63,"TX","3"
63,"UT","3"
63,"VA","3"
63,"VT","3"
63,"WA","3"
63,"WI","3"
63,"WV","3"
63,"WY","3"
70,"AK","2"
70,"AL","3"
70,"AR","3"
70,"AZ","2"
70,"CA","3"
70,"CO","3"
70,"CT","3"
70,"DE","3"
70,"FL","2"
70,"GA","1"
70,"HI","3"
70,"IA","2"
70,"ID","2"
70,"IL","3"
70,"IN","3"
70,"KS","3"
70,"KY","3"
70,"LA","3"
70,"MA","3"
70,"MD","3"
70,"ME","3"
70,"MI","3"
70,"MN","3"
70,"MO","2"
70,"MS","3"
70,"MT","3"
70,"NC","3"
70,"ND","2"
70,"NE","1"
70,"NH","3"
70,"NJ","3"
70,"NM","3"
70,"NV","3"
70,"NY","3"
70,"OH","3"
70,"OK","2"
70,"OR","3"
70,"PA","3"
70,"RI","3"
70,"SC","2"
70,"SD","1"
70,"TN","2"
70,"TX","3"
70,"UT","3"
70,"VA","3"
70,"VT","3"
70,"WA","3"
70,"WI","3"
70,"WV","3"
70,"WY","3"
77,"AK","2"
77,"AL","3"
77,"AR","3"
77,"AZ","2"
77,"CA","3"
77,"CO","3"
77,"CT","3"
77,"DE","3"
77,"FL","2"
77,"GA","1"
77,"HI","3"
77,"IA","2"
77,"ID","2"
77,"IL","3"
77,"IN","3"
77,"KS","3"
77,"KY","3"
77,"LA","3"
77,"MA","3"
77,"MD","3"
77,"ME","3"
77,"MI","3"
77,"MN","3"
77,"MO","2"
77,"MS","3"
77,"MT","3"
77,"NC","3"
77,"ND","2"
77,"NE","1"
77,"NH","3"
77,"NJ","3"
77,"NM","3"
77,"NV","3"
77,"NY","3"
77,"OH","3"
77,"OK","2"
77,"OR","3"
77,"PA","3"
77,"RI","3"
77,"SC","2"
77,"SD","1"
77,"TN","2"
77,"TX","3"
77,"UT","3"
77,"VA","3"
77,"VT","3"
77,"WA","3"
77,"WI","3"
77,"WV","3"
77,"WY","3"
84,"AK","2"
84,"AL","3"
84,"AR","3"
84,"AZ","2"
84,"CA","3"
84,"CO","3"
84,"CT","3"
84,"DE","3"
84,"FL","2"
84,"GA","1"
84,"HI","3"
84,"IA","2"
84,"ID","2"
84,"IL","3"
84,"IN","3"
84,"KS","3"
84,"KY","3"
84,"LA","3"
84,"MA","3"
84,"MD","3"
84,"ME","3"
84,"MI","3"
84,"MN","3"
84,"MO","2"
84,"MS","3"
84,"MT","3"
84,"NC","3"
84,"ND","2"
84,"NE","1"
84,"NH","3"
84,"NJ","3"
84,"NM","3"
84,"NV","3"
84,"NY","3"
84,"OH","3"
84,"OK","2"
84,"OR","3"
84,"PA","3"
84,"RI","3"
84,"SC","2"
84,"SD","1"
84,"TN","2"
84,"TX","3"
84,"UT","3"
84,"VA","3"
84,"VT","3"
84,"WA","3"
84,"WI","3"
84,"WV","3"
84,"WY","3"
91,"AK","2"
91,"AL","3"
91,"AR","3"
91,"AZ","2"
91,"CA","3"
91,"CO","3"
91,"CT","3"
91,"DE","3"
91,"FL","2"
91,"GA","1"
91,"HI","3"
91,"IA","2"
91,"ID","2"
91,"IL","3"
91,"IN","3"
91,"KS","3"
91,"KY","3"
91,"LA","3"
91,"MA","3"
91,"MD","3"
91,"ME","3"
91,"MI","3"
91,"MN","3"
91,"MO","2"
91,"MS","3"
91,"MT","3"
91,"NC","3"
91,"ND","2"
91,"NE","1"
91,"NH","3"
91,"NJ","3"
91,"NM","3"
91,"NV","3"
91,"NY","3"
91,"OH","3"
91,"OK","2"
91,"OR","3"
91,"PA","3"
91,"RI","3"
91,"SC","2"
91,"SD","1"
91,"TN","2"
91,"TX","3"
91,"UT","3"
91,"VA","3"
91,"VT","3"
91,"WA","3"
91,"WI","3"
91,"WV","3"
91,"WY","3"
98,"AK","2"
98,"AL","3"
98,"AR","3"
98,"AZ","2"
98,"CA","3"
98,"CO","3"
98,"CT","3"
98,"DE","3"
98,"FL","2"
98,"GA","1"
98,"HI","3"
98,"IA","2"
98,"ID","2"
98,"IL","3"
98,"IN","3"
98,"KS","3"
98,"KY","3"
98,"LA","3"
98,"MA","3"
98,"MD","3"
98,"ME","3"
98,"MI","3"
98,"MN","3"
98,"MO","2"
98,"MS","3"
98,"MT","3"
98,"NC","3"
98,"ND","2"
98,"NE","1"
98,"NH","3"
98,"NJ","3"
98,"NM","3"
98,"NV","3"
98,"NY","3"
98,"OH","3"
98,"OK","2"
98,"OR","3"
98,"PA","3"
98,"RI","3"
98,"SC","2"
98,"SD","1"
98,"TN","2"
98,"TX","3"
98,"UT","3"
98,"VA","3"
98,"VT","3"
98,"WA","3"
98,"WI","3"
98,"WV","3"
98,"WY","3"
105,"AK","2"
105,"AL","3"
105,"AR","3"
105,"AZ","2"
105,"CA","3"
105,"CO","3"
105,"CT","3"
105,"DE","3"
105,"FL","2"
105,"GA","1"
105,"HI","3"
105,"IA","2"
105,"ID","2"
105,"IL","3"
105,"IN","3"
105,"KS","3"
105,"KY","3"
105,"LA","3"
105,"MA","3"
105,"MD","3"
105,"ME","3"
105,"MI","3"
105,"MN","3"
105,"MO","2"
105,"MS","3"
105,"MT","3"
105,"NC","3"
105,"ND","2"
105,"NE","1"
105,"NH","3"
105,"NJ","3"
105,"NM","3"
105,"NV","3"
105,"NY","3"
105,"OH","3"
105,"OK","2"
105,"OR","3"
105,"PA","3"
105,"RI","3"
105,"SC","2"
105,"SD","1"
105,"TN","2"
105,"TX","3"
105,"UT","3"
105,"VA","3"
105,"VT","3"
105,"WA","3"
105,"WI","3"
105,"WV","3"
105,"WY","3"
112,"AK","2"
112,"AL","3"
112,"AR","3"
112,"AZ","2"
112,"CA","3"
112,"CO","3"
112,"CT","3"
112,"DE","3"
112,"FL","2"
112,"GA","1"
112,"HI","3"
112,"IA","2"
112,"ID","2"
112,"IL","3"
112,"IN","3"
112,"KS","3"
112,"KY","3"
112,"LA","3"
112,"MA","3"
112,"MD","3"
112,"ME","3"
112,"MI","3"
112,"MN","3"
112,"MO","2"
112,"MS","3"
112,"MT","3"
112,"NC","3"
112,"ND","2"
112,"NE","1"
112,"NH","3"
112,"NJ","3"
112,"NM","3"
112,"NV","3"
112,"NY","3"
112,"OH","3"
112,"OK","2"
112,"OR","3"
112,"PA","3"
112,"RI","3"
112,"SC","2"
112,"SD","1"
112,"TN","2"
112,"TX","3"
112,"UT","3"
112,"VA","3"
112,"VT","3"
112,"WA","3"
112,"WI","3"
112,"WV","3"
112,"WY","3"
119,"AK","2"
119,"AL","3"
119,"AR","3"
119,"AZ","2"
119,"CA","3"
119,"CO","3"
119,"CT","3"
119,"DE","3"
119,"FL","2"
119,"GA","1"
119,"HI","3"
119,"IA","2"
119,"ID","2"
119,"IL","3"
119,"IN","3"
119,"KS","3"
119,"KY","3"
119,"LA","3"
119,"MA","3"
119,"MD","3"
119,"ME","3"
119,"MI","3"
119,"MN","3"
119,"MO","2"
119,"MS","3"
119,"MT","3"
119,"NC","3"
119,"ND","2"
119,"NE","1"
119,"NH","3"
119,"NJ","3"
119,"NM","3"
119,"NV","3"
119,"NY","3"
119,"OH","3"
119,"OK","2"
119,"OR","3"
119,"PA","3"
119,"RI","3"
119,"SC","2"
119,"SD","1"
119,"TN","2"
119,"TX","3"
119,"UT","3"
119,"VA","3"
119,"VT","3"
119,"WA","3"
119,"WI","3"
119,"WV","3"
119,"WY","3"
126,"AK","2"
126,"AL","3"
126,"AR","3"
126,"AZ","2"
126,"CA","3"
126,"CO","3"
126,"CT","3"
126,"DE","3"
126,"FL","2"
126,"GA","1"
126,"HI","3"
126,"IA","2"
126,"ID","2"
126,"IL","3"
126,"IN","3"
126,"KS","3"
126,"KY","3"
126,"LA","3"
126,"MA","3"
126,"MD","3"
126,"ME","3"
126,"MI","3"
126,"MN","3"
126,"MO","2"
126,"MS","3"
126,"MT","3"
126,"NC","3"
126,"ND","2"
126,"NE","1"
126,"NH","3"
126,"NJ","3"
126,"NM","3"
126,"NV","3"
126,"NY","3"
126,"OH","3"
126,"OK","2"
126,"OR","3"
126,"PA","3"
126,"RI","3"
126,"SC","2"
126,"SD","1"
126,"TN","2"
126,"TX","3"
126,"UT","3"
126,"VA","3"
126,"VT","3"
126,"WA","3"
126,"WI","3"
126,"WV","3"
126,"WY","3"
133,"AK","2"
133,"AL","3"
133,"AR","3"
133,"AZ","2"
133,"CA","3"
133,"CO","3"
133,"CT","3"
133,"DE","3"
133,"FL","2"
133,"GA","1"
133,"HI","3"
133,"IA","2"
133,"ID","2"
133,"IL","3"
133,"IN","3"
133,"KS","3"
133,"KY","3"
133,"LA","3"
133,"MA","3"
133,"MD","3"
133,"ME","3"
133,"MI","3"
133,"MN","3"
133,"MO","2"
133,"MS","3"
133,"MT","3"
133,"NC","3"
133,"ND","2"
133,"NE","1"
133,"NH","3"
133,"NJ","3"
133,"NM","3"
133,"NV","3"
133,"NY","3"
133,"OH","3"
133,"OK","2"
133,"OR","3"
133,"PA","3"
133,"RI","3"
133,"SC","2"
133,"SD","1"
133,"TN","2"
133,"TX","3"
133,"UT","3"
133,"VA","3"
133,"VT","3"
133,"WA","3"
133,"WI","3"
133,"WV","3"
133,"WY","3"
140,"AK","2"
140,"AL","3"
140,"AR","3"
140,"AZ","2"
140,"CA","3"
140,"CO","3"
140,"CT","3"
140,"DE","3"
140,"FL","2"
140,"GA","1"
140,"HI","3"
140,"IA","2"
140,"ID","2"
140,"IL","3"
140,"IN","3"
140,"KS","3"
140,"KY","3"
140,"LA","3"
140,"MA","3"
140,"MD","3"
140,"ME","3"
140,"MI","3"
140,"MN","3"
140,"MO","2"
140,"MS","3"
140,"MT","3"
140,"NC","3"
140,"ND","2"
140,"NE","1"
140,"NH","3"
140,"NJ","3"
140,"NM","3"
140,"NV","3"
140,"NY","3"
140,"OH","3"
140,"OK","2"
140,"OR","3"
140,"PA","3"
140,"RI","3"
140,"SC","2"
140,"SD","1"
140,"TN","2"
140,"TX","3"
140,"UT","3"
140,"VA","3"
140,"VT","3"
140,"WA","3"
140,"WI","3"
140,"WV","3"
140,"WY","3"
147,"AK","2"
147,"AL","3"
147,"AR","3"
147,"AZ","2"
147,"CA","3"
147,"CO","3"
147,"CT","3"
147,"DE","3"
147,"FL","2"
147,"GA","1"
147,"HI","3"
147,"IA","2"
147,"ID","2"
147,"IL","3"
147,"IN","3"
147,"KS","3"
147,"KY","3"
147,"LA","3"
147,"MA","3"
147,"MD","3"
147,"ME","3"
147,"MI","3"
147,"MN","3"
147,"MO","2"
147,"MS","3"
147,"MT","3"
147,"NC","3"
147,"ND","2"
147,"NE","1"
147,"NH","3"
147,"NJ","3"
147,"NM","3"
147,"NV","3"
147,"NY","3"
147,"OH","3"
147,"OK","2"
147,"OR","3"
147,"PA","3"
147,"RI","3"
147,"SC","2"
147,"SD","1"
147,"TN","2"
147,"TX","3"
147,"UT","3"
147,"VA","3"
147,"VT","3"
147,"WA","3"
147,"WI","3"
147,"WV","3"
147,"WY","3"
154,"AK","2"
154,"AL","1"
154,"AR","3"
154,"AZ","1"
154,"CA","3"
154,"CO","1"
154,"CT","3"
154,"DE","3"
154,"FL","2"
154,"GA","1"
154,"HI","3"
154,"IA","1"
154,"ID","2"
154,"IL","3"
154,"IN","1"
154,"KS","3"
154,"KY","3"
154,"LA","1"
154,"MA","3"
154,"MD","3"
154,"ME","1"
154,"MI","3"
154,"MN","1"
154,"MO","2"
154,"MS","3"
154,"MT","1"
154,"NC","1"
154,"ND","2"
154,"NE","1"
154,"NH","1"
154,"NJ","1"
154,"NM","3"
154,"NV","3"
154,"NY","3"
154,"OH","3"
154,"OK","1"
154,"OR","3"
154,"PA","3"
154,"RI","3"
154,"SC","2"
154,"SD","1"
154,"TN","2"
154,"TX","3"
154,"UT","1"
154,"VA","1"
154,"VT","3"
154,"WA","3"
154,"WI","3"
154,"WV","1"
154,"WY","1"
161,"AK","2"
161,"AL","1"
161,"AR","3"
161,"AZ","1"
161,"CA","3"
161,"CO","1"
161,"CT","3"
161,"DE","1"
161,"FL","2"
161,"GA","1"
161,"HI","3"
161,"IA","1"
161,"ID","2"
161,"IL","3"
161,"IN","1"
161,"KS","3"
161,"KY","3"
161,"LA","1"
161,"MA","3"
161,"MD","3"
161,"ME","1"
161,"MI","3"
161,"MN","1"
161,"MO","2"
161,"MS","3"
161,"MT","1"
161,"NC","1"
161,"ND","1"
161,"NE","1"
161,"NH","1"
161,"NJ","1"
161,"NM","3"
161,"NV","3"
161,"NY","3"
161,"OH","3"
161,"OK","1"
161,"OR","3"
161,"PA","3"
161,"RI","3"
161,"SC","2"
161,"SD","1"
161,"TN","2"
161,"TX","3"
161,"UT","1"
161,"VA","1"
161,"VT","3"
161,"WA","3"
161,"WI","3"
161,"WV","1"
161,"WY","1"
168,"AK","2"
168,"AL","1"
168,"AR","3"
168,"AZ","1"
168,"CA","3"
168,"CO","1"
168,"CT","3"
168,"DE","1"
168,"FL","2"
168,"GA","1"
168,"HI","3"
168,"IA","1"
168,"ID","2"
168,"IL","3"
168,"IN","1"
168,"KS","3"
168,"KY","3"
168,"LA","1"
168,"MA","1"
168,"MD","3"
168,"ME","1"
168,"MI","3"
168,"MN","1"
168,"MO","2"
168,"MS","3"
168,"MT","1"
168,"NC","1"
168,"ND","1"
168,"NE","1"
168,"NH","1"
168,"NJ","1"
168,"NM","3"
168,"NV","3"
168,"NY","3"
168,"OH","3"
168,"OK","1"
168,"OR","3"
168,"PA","3"
168,"RI","3"
168,"SC","2"
168,"SD","1"
168,"TN","2"
168,"TX","3"
168,"UT","1"
168,"VA","1"
168,"VT","3"
168,"WA","1"
168,"WI","3"
168,"WV","1"
168,"WY","1"
175,"AK","2"
175,"AL","1"
175,"AR","3"
175,"AZ","1"
175,"CA","3"
175,"CO","1"
175,"CT","3"
175,"DE","1"
175,"FL","2"
175,"GA","1"
175,"HI","3"
175,"IA","1"
175,"ID","2"
175,"IL","3"
175,"IN","1"
175,"KS","3"
175,"KY","3"
175,"LA","1"
175,"MA","1"
175,"MD","3"
175,"ME","1"
175,"MI","3"
175,"MN","1"
175,"MO","1"
175,"MS","3"
175,"MT","1"
175,"NC","1"
175,"ND","1"
175,"NE","1"
175,"NH","1"
175,"NJ","1"
175,"NM","1"
175,"NV","3"
175,"NY","3"
175,"OH","3"
175,"OK","1"
175,"OR","3"
175,"PA","3"
175,"RI","3"
175,"SC","2"
175,"SD","1"
175,"TN","2"
175,"TX","3"
175,"UT","1"
175,"VA","1"
175,"VT","3"
175,"WA","1"
175,"WI","3"
175,"WV","1"
175,"WY","1"
182,"AK","0"
182,"AL","0"
182,"AR","0"
182,"AZ","1"
182,"CA","1"
182,"CO","1"
182,"CT","1"
182,"DE","1"
182,"FL","0"
182,"GA","1"
182,"HI","3"
182,"IA","1"
182,"ID","0"
182,"IL","1"
182,"IN","1"
182,"KS","0"
182,"KY","0"
182,"LA","0"
182,"MA","0"
182,"MD","0"
182,"ME","0"
182,"MI","1"
182,"MN","0"
182,"MO","0"
182,"MS","0"
182,"MT","0"
182,"NC","0"
182,"ND","0"
182,"NE","0"
182,"NH","0"
182,"NJ","0"
182,"NM","1"
182,"NV","3"
182,"NY","3"
182,"OH","0"
182,"OK","0"
182,"OR","3"
182,"PA","1"
182,"RI","1"
182,"SC","0"
182,"SD","0"
182,"TN","0"
182,"TX","0"
182,"UT","0"
182,"VA","1"
182,"VT","0"
182,"WA","1"
182,"WI","1"
182,"WV","1"
182,"WY","0"
189,"AK","0"
189,"AL","0"
189,"AR","0"
189,"AZ","1"
189,"CA","1"
189,"CO","1"
189,"CT","1"
189,"DE","1"
189,"FL","0"
189,"GA","1"
189,"HI","3"
189,"IA","0"
189,"ID","0"
189,"IL","1"
189,"IN","1"
189,"KS","0"
189,"KY","0"
189,"LA","0"
189,"MA","0"
189,"MD","0"
189,"ME","0"
189,"MI","0"
189,"MN","0"
189,"MO","0"
189,"MS","0"
189,"MT","0"
189,"NC","0"
189,"ND","0"
189,"NE","0"
189,"NH","0"
189,"NJ","0"
189,"NM","1"
189,"NV","3"
189,"NY","3"
189,"OH","0"
189,"OK","0"
189,"OR","3"
189,"PA","1"
189,"RI","1"
189,"SC","0"
189,"SD","0"
189,"TN","0"
189,"TX","0"
189,"UT","0"
189,"VA","1"
189,"VT","0"
189,"WA","1"
189,"WI","1"
189,"WV","0"
189,"WY","0"
196,"AK","0"
196,"AL","0"
196,"AR","0"
196,"AZ","1"
196,"CA","1"
196,"CO","1"
196,"CT","1"
196,"DE","1"
196,"FL","0"
196,"GA","1"
196,"HI","3"
196,"IA","0"
196,"ID","0"
196,"IL","1"
196,"IN","1"
196,"KS","0"
196,"KY","0"
196,"LA","0"
196,"MA","0"
196,"MD","0"
196,"ME","0"
196,"MI","0"
196,"MN","0"
196,"MO","0"
196,"MS","0"
196,"MT","0"
196,"NC","0"
196,"ND","0"
196,"NE","0"
196,"NH","0"
196,"NJ","0"
196,"NM","1"
196,"NV","3"
196,"NY","0"
196,"OH","0"
196,"OK","0"
196,"OR","0"
196,"PA","0"
196,"RI","1"
196,"SC","0"
196,"SD","0"
196,"TN","0"
196,"TX","0"
196,"UT","0"
196,"VA","1"
196,"VT","0"
196,"WA","1"
196,"WI","1"
196,"WV","0"
196,"WY","0"
203,"AK","0"
203,"AL","0"
203,"AR","0"
203,"AZ","1"
203,"CA","1"
203,"CO","1"
203,"CT","1"
203,"DE","1"
203,"FL","0"
203,"GA","1"
203,"HI","3"
203,"IA","0"
203,"ID","0"
203,"IL","1"
203,"IN","0"
203,"KS","0"
203,"KY","0"
203,"LA","0"
203,"MA","0"
203,"MD","0"
203,"ME","0"
203,"MI","0"
203,"MN","0"
203,"MO","0"
203,"MS","0"
203,"MT","0"
203,"NC","0"
203,"ND","0"
203,"NE","0"
203,"NH","0"
203,"NJ","0"
203,"NM","1"
203,"NV","3"
203,"NY","0"
203,"OH","0"
203,"OK","0"
203,"OR","0"
203,"PA","0"
203,"RI","0"
203,"SC","0"
203,"SD","0"
203,"TN","0"
203,"TX","0"
203,"UT","0"
203,"VA","1"
203,"VT","0"
203,"WA","1"
203,"WI","0"
203,"WV","0"
203,"WY","0"
210,"AK","0"
210,"AL","0"
210,"AR","0"
210,"AZ","1"
210,"CA","1"
210,"CO","1"
210,"CT","1"
210,"DE","1"
210,"FL","0"
210,"GA","1"
210,"HI","3"
210,"IA","0"
210,"ID","0"
210,"IL","1"
210,"IN","0"
210,"KS","0"
210,"KY","0"
210,"LA","0"
210,"MA","0"
210,"MD","0"
210,"ME","0"
210,"MI","0"
210,"MN","0"
210,"MO","0"
210,"MS","0"
210,"MT","0"
210,"NC","0"
210,"ND","0"
210,"NE","0"
210,"NH","0"
210,"NJ","0"
210,"NM","1"
210,"NV","3"
210,"NY","0"
210,"OH","0"
210,"OK","0"
210,"OR","0"
210,"PA","0"
210,"RI","0"
210,"SC","0"
210,"SD","0"
210,"TN","0"
210,"TX","0"
210,"UT","0"
210,"VA","1"
210,"VT","0"
