"Date","state","Series"
133,"MT",31
133,"NC",27.9
133,"ND",32.1
133,"NE",31.9
133,"NH",29.6
133,"NJ",34.9
133,"NM",36
133,"NV",26.9
133,"NY",33.1
133,"OH",31.2
133,"OK",29.1
133,"OR",29.5
133,"PA",30.9
133,"RI",35.4
133,"SC",26.6
133,"SD",35.4
133,"TN",23.7
133,"TX",25.9
133,"UT",23
133,"VA",31.5
133,"VT",36.3
133,"WA",31.1
133,"WI",34
133,"WV",29.3
133,"WY",26.9
140,"AK",36.2
140,"AL",24.5
140,"AR",26.6
140,"AZ",30.2
140,"CA",32.4
140,"CO",34.8
140,"CT",41.1
140,"DE",34.8
140,"FL",30.5
140,"GA",26
140,"HI",37
140,"IA",36.1
140,"ID",28.2
140,"IL",31.8
140,"IN",28.3
140,"KS",32.9
140,"KY",32.9
140,"LA",26.9
140,"MA",39
140,"MD",36.1
140,"ME",42
140,"MI",33.6
140,"MN",36.1
140,"MO",28.9
140,"MS",24.5
140,"MT",33.3
140,"NC",30.9
140,"ND",33.4
140,"NE",34.7
140,"NH",30.3
140,"NJ",38.4
140,"NM",39.3
140,"NV",29.4
140,"NY",37
140,"OH",33.7
140,"OK",30.6
140,"OR",32.6
140,"PA",34.1
140,"RI",38.9
140,"SC",28.5
140,"SD",38.3
140,"TN",25.8
140,"TX",28.4
140,"UT",25.5
140,"VA",35
140,"VT",40.2
140,"WA",34.1
140,"WI",37
140,"WV",31
140,"WY",28.6
147,"AK",37.2
147,"AL",26.2
147,"AR",28.3
147,"AZ",32.5
147,"CA",36.2
147,"CO",39.1
147,"CT",45.9
147,"DE",37.9
147,"FL",33.8
147,"GA",28.3
147,"HI",41.2
147,"IA",39
147,"ID",29.9
147,"IL",34.9
147,"IN",30.9
147,"KS",35.5
147,"KY",35.1
147,"LA",29
147,"MA",44.1
147,"MD",40.2
147,"ME",46.6
147,"MI",36.8
147,"MN",39.5
147,"MO",31.3
147,"MS",25.5
147,"MT",35.1
147,"NC",33
147,"ND",34.5
147,"NE",38.4
147,"NH",33.4
147,"NJ",42.3
147,"NM",42.2
147,"NV",32.3
147,"NY",40.8
147,"OH",36.6
147,"OK",31.7
147,"OR",36.8
147,"PA",37.3
147,"RI",42.8
147,"SC",30.7
147,"SD",40.1
147,"TN",28.4
147,"TX",30.9
147,"UT",28
147,"VA",38.5
147,"VT",44.4
147,"WA",37.9
147,"WI",40
147,"WV",32.3
147,"WY",29.9
154,"AK",38
154,"AL",27.8
154,"AR",29.5
154,"AZ",33.9
154,"CA",39.3
154,"CO",41.9
154,"CT",49.3
154,"DE",39.8
154,"FL",36.2
154,"GA",29.5
154,"HI",44.7
154,"IA",41.2
154,"ID",31.2
154,"IL",37.1
154,"IN",33
154,"KS",36.7
154,"KY",36.6
154,"LA",29.9
154,"MA",47.7
154,"MD",43.7
154,"ME",50.1
154,"MI",39.2
154,"MN",42.4
154,"MO",32.8
154,"MS",26.2
154,"MT",36.6
154,"NC",34.4
154,"ND",35.3
154,"NE",40
154,"NH",37.9
154,"NJ",45.2
154,"NM",44.9
154,"NV",34.3
154,"NY",43.4
154,"OH",38.1
154,"OK",32.6
154,"OR",40
154,"PA",40.1
154,"RI",48
154,"SC",32
154,"SD",41.2
154,"TN",30.2
154,"TX",33.1
154,"UT",30.2
154,"VA",41.3
154,"VT",48.4
154,"WA",41.3
154,"WI",42
154,"WV",33
154,"WY",30.6
161,"AK",38.8
161,"AL",29
161,"AR",30.5
161,"AZ",35.3
161,"CA",41.9
161,"CO",44.2
161,"CT",52
161,"DE",41.7
161,"FL",38
161,"GA",30.9
161,"HI",47.1
161,"IA",42.9
161,"ID",32.2
161,"IL",39.1
161,"IN",34.6
161,"KS",37.8
161,"KY",37.7
161,"LA",30.7
161,"MA",51.2
161,"MD",46.5
161,"ME",53.2
161,"MI",40.9
161,"MN",44.9
161,"MO",33.8
161,"MS",26.9
161,"MT",37.7
161,"NC",35.5
161,"ND",36.1
161,"NE",41.3
161,"NH",41.4
161,"NJ",47.6
161,"NM",46.8
161,"NV",35.9
161,"NY",45.6
161,"OH",39.4
161,"OK",33.3
161,"OR",43.3
161,"PA",42.3
161,"RI",50.2
161,"SC",33
161,"SD",42
161,"TN",31.2
161,"TX",34.6
161,"UT",32
161,"VA",43.7
161,"VT",53.6
161,"WA",44.6
161,"WI",43.7
161,"WV",33.7
161,"WY",31.4
168,"AK",39.4
168,"AL",29.3
168,"AR",31.3
168,"AZ",36.2
168,"CA",43.3
168,"CO",45.6
168,"CT",53.7
168,"DE",43.5
168,"FL",39.3
168,"GA",32.1
168,"HI",47.8
168,"IA",44
168,"ID",32.9
168,"IL",40.2
168,"IN",35.5
168,"KS",38.5
168,"KY",38.6
168,"LA",31.4
168,"MA",54
168,"MD",48.2
168,"ME",55
168,"MI",42.3
168,"MN",46.2
168,"MO",34.5
168,"MS",27.4
168,"MT",38.4
168,"NC",36.2
168,"ND",36.6
168,"NE",42.5
168,"NH",49.6
168,"NJ",49.1
168,"NM",48
168,"NV",37
168,"NY",47.2
168,"OH",40.3
168,"OK",33.8
168,"OR",45.6
168,"PA",43.9
168,"RI",51.9
168,"SC",33.9
168,"SD",42.5
168,"TN",31.9
168,"TX",35.7
168,"UT",32.5
168,"VA",45.5
168,"VT",56.6
168,"WA",46.9
168,"WI",44.6
168,"WV",34.1
168,"WY",32
175,"AK",40.2
175,"AL",29.5
175,"AR",32
175,"AZ",37.2
175,"CA",45.3
175,"CO",47.1
175,"CT",55.7
175,"DE",44.9
175,"FL",40.7
175,"GA",33.8
175,"HI",48.7
175,"IA",45.1
175,"ID",33.6
175,"IL",41.5
175,"IN",36.7
175,"KS",39.3
175,"KY",39.5
175,"LA",32.1
175,"MA",56.8
175,"MD",50.2
175,"ME",56.8
175,"MI",43.6
175,"MN",47.6
175,"MO",35.4
175,"MS",27.9
175,"MT",40
175,"NC",37
175,"ND",37.1
175,"NE",43.6
175,"NH",52.3
175,"NJ",50.8
175,"NM",49
175,"NV",38.1
175,"NY",48.9
175,"OH",41.5
175,"OK",34.4
175,"OR",48
175,"PA",45.7
175,"RI",53.8
175,"SC",35.2
175,"SD",43.1
175,"TN",32.5
175,"TX",37
